CODIGO__MUESTRA,FECHA,NOMBRE DEL PUNTO DE MONITOREO,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,Ammoniacal Nitrogen,BOD5,COD,Chloride,Dissolved Oxygen,Electrical Conductivity,Nitrate,Nitrite,Sulfate,Temperature,Total Suspended Solids,Turbidity,pH
11448,2005-03-16,MAGDALENA/CANAL DEL DIQUE_ATL_SANTA LUCIA_INCORA K-7 [29037360],ATLANTICO,SANTA LUCIA,10.30280833,-74.94655833,,,31.0,,6.0,125.5,,,,30.7,630.0,580.0,6.67
11449,2005-03-19,RCA_CANAL DEL DIQUE_BOL_MARIA LA BAJA_STA.HELENA1[29037370],BOLÍVAR,MARÍA LA BAJA,10.05861111,-75.40277778,,,21.0,,6.0,168.3,,,17.2,30.3,540.0,330.0,6.78
11456,2005-04-02,RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610],CUNDINAMARCA,LENGUAZAQUE,5.32825,-73.69972222,0.89,,20.0,,3.0,130.0,0.18,0.016,27.2,15.2,17.0,17.0,5.0
11458,2005-04-04,RCA_CAUCA_CAU_POPAYAN_JULUMITO [26017020],CAUCA,POPAYÁN,2.467583333,-76.64430556,0.86,,24.0,,6.8,298.0,0.39,0.012,89.0,23.2,50.0,54.0,4.88
11464,2005-04-05,MAGDALENA/CANAL DEL DIQUE_ATL_SANTA LUCIA_INCORA K-7 [29037360],ATLANTICO,SANTA LUCIA,10.30280833,-74.94655833,,,20.0,,6.0,169.0,,,,30.5,,,6.58
11465,2005-04-05,RCA_MAGDALENA_BOL_CALAMAR_CALAMAR [29037020],BOLÍVAR,CALAMAR,10.244042,-74.914705,0.048,,22.0,,6.0,172.0,0.84,0.006,17.3,31.3,310.0,310.0,6.78
11482,2005-04-08,RCA_CUSIANA_CAS_MANI_MANI [35197180],CASANARE,MANÍ,4.817,-72.29138889,,,20.0,,5.6,94.0,,,,28.6,110.0,100.0,6.9
11483,2005-04-09,RCA_CRAVO SUR_CAS_YOPAL_PTE.YOPAL [35217010],CASANARE,YOPAL,5.369,-72.41372222,,,37.0,,6.4,131.0,,,,23.8,600.0,590.0,8.17
11491,2005-04-06,RCA_VILLETA_CUN_VILLETA_VILLETA [23067070],CUNDINAMARCA,VILLETA,5.008583333,-74.467111111,0.094,,22.0,,8.0,723.0,0.38,0.0096,270.0,24.7,120.0,120.0,6.39
11493,2005-04-09,RCA_NEGRO_CUN_NIMAIMA_TOBIA [23067060],CUNDINAMARCA,NIMAIMA,5.125305556,-74.44705556,0.048,,20.0,,8.0,347.0,0.21,0.006,88.0,24.9,36.0,32.0,5.52
11501,2005-04-16,RCA_LA VIEJA_VAL_CARTAGO_CARTAGO [26127040],RISARALDA,PEREIRA,4.757611111,-75.89925,0.17,,25.0,,5.4,159.0,1.12,0.0425,,24.2,43.0,36.0,7.83
11502,2005-04-15,RCA_CAUCA_VAL_LA VICTORIA_VICTORIA LA [26107070],VALLE DEL CAUCA,LA VICTORIA,4.524884,-76.0437,0.082,,20.0,,4.9,118.1,0.77,0.024,,24.1,160.0,99.0,7.64
11503,2005-04-17,RCA_CESAR_LGU_SAN JUAN DEL CESAR_CORRAL DE PIEDRA [28017080],LA GUAJIRA,SAN JUAN DEL CESAR,10.81891667,-73.05508333,,,59.0,,9.2,38.9,,,,31.6,340.0,370.0,6.9
11504,2005-04-15,RCA_RANCHERIA_LGU_ALBANIA_CUESTECITAS [15067050],LA GUAJIRA,ALBANIA,11.18033333,-72.55344444,0.047,,22.0,,6.3,405.0,0.92,0.0158,37.0,31.8,37.0,55.0,
11510,2005-04-17,RCA_ARIGUANI_MAG_ARIGUANI_PALMARIGUANI[28047050],MAGDALENA,ARIGUANÍ (EL DIFICIL),9.930972222,-73.95880556,,,41.0,,7.2,196.0,,,,32.2,120.0,123.0,7.41
11537,2005-04-09,COMBEIMA_TOL_IBAGUE_YULDAIMA [21217260],TOLIMA,IBAGUÉ,4.4385,-75.24280556,,,20.0,,7.6,266.0,,,,21.9,50.0,18.0,8.32
11538,2005-04-09,RCA_COMBEIMA_TOL_IBAGUE_MONTEZUMA [21217180],TOLIMA,IBAGUÉ,4.4819444,-75.28611111,,,20.0,,8.4,275.0,,,,20.9,39.0,7.7,8.26
11539,2005-04-11,RCA_RECIO_TOL_VENADILLO_NUEVA LA [21257100],TOLIMA,VENADILLO,4.795083333,-74.97194444,,,20.0,,8.6,125.0,,,,22.0,26.0,10.0,8.37
11540,2005-04-13,RCA_COELLO_TOL_SAN LUIS_PAYANDE [21217070],TOLIMA,SAN LUIS,4.3013407,-75.0903693,0.04,,20.0,,8.0,241.0,0.03,0.006,18.0,24.5,65.0,33.0,8.62
11544,2005-04-06,RCA_SAN JORGE_BOL_MAGANGUE_SANANTONIO[25027180],BOLÍVAR,MAGANGUÉ,9.039073,-74.767704,,,20.0,,5.4,155.2,,,94.0,31.0,69.0,94.0,7.04
11545,2005-04-11,RCA_MAGDALENA_BOL_CORDOBA_TACAMOCHO[25027940],BOLÍVAR,CÓRDOBA,9.493583333,-74.81538889,0.06,,23.0,,6.0,151.0,,0.154,16.0,30.4,360.0,330.0,6.49
11546,2005-04-10,RCA_MAGDALENA BZO.DE LOBA_BOL_MAGANGUE_MAGANGUE [25027680],BOLÍVAR,MAGANGUÉ,9.24,-74.74166667,0.058,,46.0,,6.0,124.0,,0.0188,13.0,31.2,,570.0,6.18
11547,2005-04-15,RCA_MAGDALENA BZO.MOMPOS_MAG_SANTA ANA_SANTA ANA [25027370],MAGDALENA,SANTA ANA,9.320252778,-74.57455833,0.045,,54.0,,6.4,143.0,,0.258,,30.2,600.0,510.0,6.25
11563,2005-04-24,RCA_FUNDACION_MAG_FUNDACION_FUNDACION [29067120],MAGDALENA,FUNDACIÓN,10.525085,-74.182576,,,20.0,,6.4,59.5,,,,32.8,18.0,17.0,6.76
11564,2005-04-24,RCA_ARACATACA_MAG_ARACATACA_PTE.FERROCARRIL [29067130],MAGDALENA,ARACATACA,10.58580556,-74.19211111,0.032,,20.0,,6.75,50.5,0.04,0.006,3.0,34.2,4.5,5.6,6.48
11565,2005-04-25,RCA_TUCURINCA_MAG_CIENAGA_TREBOL EL [29067010],MAGDALENA,CIÉNAGA,10.63591667,-74.14633333,,,20.0,,8.3,49.6,,,,24.1,8.0,10.0,6.7
11566,2005-04-25,RCA_SEVILLA_MAG_ZONA BANANERA_CANAL FLORIDA [29067050],MAGDALENA,ZONA BANANERA,10.756182,-74.086145,,,20.0,,9.3,51.7,,,,23.7,4.5,6.9,6.94
11567,2005-04-25,RCA_FRIO_MAG_ZONA BANANERA_FRIO [29067070],MAGDALENA,CIÉNAGA,10.903945,-74.147716,,,20.0,,8.9,72.9,,,,23.8,4.5,4.1,8.42
11568,2005-04-14,RCA_CESAR_CES_VALLEDUPAR_PTESALGUERO [28037030],CESAR,VALLEDUPAR,10.38411111,-73.23247222,0.48,,61.0,,1.5,133.0,,0.022,3.0,28.8,260.0,260.0,
11578,2005-04-27,MAGDALENA_HUI_AGRADO_PTE.BALSEADERO [21047010],HUILA,AGRADO,2.232361111,-75.64855556,,,91.0,,7.5,68.9,,,,21.0,400.0,1400.0,7.36
11579,2005-04-27,RCA_SUAZA_HUI_GUADALUPE_PTE.GARCES [21037010],HUILA,ALTAMIRA,2.03,-75.78,0.082,,26.0,,7.4,68.0,0.13,0.006,3.0,22.5,310.0,290.0,7.6
11581,2005-04-29,RCA_ANIMEGRANDE_CES_CHIRIGUANA_PTE.CARRETERA [25027890],CESAR,CHIRIGUANÁ,9.350135,-73.492699,0.18,,20.0,,4.9,153.0,0.16,0.0069,3.0,31.8,4.5,5.8,
11582,2005-04-29,RCA_CGA.ZAPATOZA_CES_CHIMICHAGUA_SALOA [25027140],CESAR,CHIMICHAGUA,9.2497222,-73.806666666,,,,,4.5,156.0,,0.006,3.0,30.2,34.0,34.0,
11583,2005-04-18,RCA_SALDANA_TOL_SALDANA_PIEDRAS DE COBRE [22057010],TOLIMA,SALDAÑA,3.90865,-75.104,0.05,,28.0,,6.7,78.3,0.43,0.006,,32.9,310.0,220.0,7.32
11591,2005-05-01,RCA_CESAR_CES_EL PASO_PTE.CANOAS [28037090],CESAR,EL PASO,9.648193,-73.646367,0.12,,39.0,,4.6,169.0,0.5,0.031,3.0,,110.0,120.0,
11618,2005-05-03,RCA_CAUCA_VAL_CANDELARIA_JUANCHITO [26067010],VALLE DEL CAUCA,CANDELARIA,3.45160833,-76.47538333,0.16,,20.0,,5.4,96.3,0.6,0.01,14.0,24.0,140.0,190.0,7.18
11619,2005-05-03,RCA_NEIVA_HUI_CAMPOALEGRE_PTE.MULAS [21107020],HUILA,CAMPOALEGRE,2.566388889,-75.37427778,,,20.0,,8.1,132.0,,,,20.6,79.0,63.0,8.18
11623,2005-04-26,RCA_VAUPES_VAU_MITU_MITU [42077020],VAUPES,MITÚ,1.259806,-70.239167,,,20.0,,5.1,7.6,0.05,0.006,,29.8,5.0,6.1,5.2
11706,2005-05-07,RCA_GUAYURIBA_MET_VILLAVICENCIO_PTE.CARRETERA [35027140],META,VILLAVICENCIO,4.04947,-73.76442,,,26.0,,7.7,108.0,,,26.0,21.6,1100.0,770.0,6.76
11715,2005-05-24,RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.218611,-73.595556,0.044,,20.0,,7.4,26.2,0.15,0.006,3.0,12.5,4.5,5.5,7.07
11716,2005-05-24,RCA_BOGOTA_CUN_VILLAPINZON_SANPEDRO-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.194722222,-73.61388889,1.3,28.0,70.0,,5.6,307.0,0.63,0.00812,19.0,14.3,21.0,22.0,9.6
11717,2005-05-24,RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA,CUNDINAMARCA,TOCANCIPÁ,4.971916667,-73.91613889,0.32,4.2,39.0,,3.8,106.0,0.81,0.0282,3.0,18.2,32.0,45.0,6.64
11718,2005-05-24,BOGOTA_CUN_CHIA_PTE.EL COMUN,CUNDINAMARCA,CHÍA,4.863694444,-74.02911111,2.0,,34.0,,1.0,338.0,0.55,0.0632,7.7,18.9,15.0,24.0,6.86
11719,2005-05-24,RCA_BOGOTA_CUN_COTA_PTE.LA VIRGEN [21208110],CUNDINAMARCA,COTA,4.799322222,-74.09586944,2.2,,32.0,,0.0,238.0,0.47,0.0318,3.0,18.2,19.0,32.0,6.85
11726,2005-05-24,RCA_CHICAMOCHA_BOY_TIBASOSA_SAN RAFAEL [24037190],BOYACÁ,TIBASOSA,5.807611111,-73.01380556,0.26,,20.0,,6.6,340.0,0.39,0.0115,100.0,17.0,7.0,11.0,7.2
11727,2005-05-24,RCA_LAG.DE TOTA_BOY_AQUITANIA_ESCALERAS [35097070],BOYACÁ,TOTA,5.491944444,-72.9385,0.065,,20.0,,7.1,71.0,0.099,0.006,5.8,19.2,4.5,2.0,8.4
11728,2005-05-24,RCA_CHICAMOCHA_BOY_SOGAMOSO_PTE.CHAMEZA [24037290],BOYACÁ,SOGAMOSO,5.759888889,-72.90652778,,,31.0,,5.0,401.0,0.34,0.0108,110.0,17.8,18.0,31.0,6.9
11739,2005-05-18,RCA_GUATIQUIA_MET_VILLAVICENCIO_PTE.ABADIA [35037100],META,VILLAVICENCIO,4.235333333,-73.63536111,,,20.0,,7.3,96.1,,,,22.5,100.0,300.0,6.64
11740,2005-05-20,RCA_OCOA_MET_VILLAVICENCIO_PTE.DELAMOR [35037130],META,VILLAVICENCIO,4.086083333,-73.668861,0.3,,20.0,,5.9,97.4,1.44,0.006,16.0,25.8,4.5,2.4,5.53
11742,2005-05-25,RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120],CUNDINAMARCA,SOACHA,4.544847222,-74.25826944,11.1,41.0,140.0,,0.0,357.0,0.43,0.00799,22.0,17.0,99.0,110.0,7.03
11744,2005-05-25,RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS,CUNDINAMARCA,EL COLEGIO,4.598969,-74.43601,9.68,32.0,130.0,,7.4,342.0,0.73,0.114,33.0,22.1,320.0,260.0,8.04
11746,2005-05-25,RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960],CUNDINAMARCA,TOCAIMA,4.454861111,-74.60852778,8.96,11.1,170.0,,6.8,400.0,1.05,0.147,71.0,25.5,730.0,660.0,7.8
11747,2005-05-27,RCA_BOGOTA_CUN_GIRARDOT_CAMPINA LA [21209200],CUNDINAMARCA,GIRARDOT,4.304888889,-74.793777778,9.84,16.9,280.0,,1.0,450.0,1.5,0.22,58.0,24.8,1500.0,970.0,7.43
11748,2005-05-26,RCA_MAGDALENA_CUN_GIRARDOT_GIRARDOT [21237030],CUNDINAMARCA,GIRARDOT,4.288073,-74.808592,0.8,3.7,65.0,,6.4,177.6,0.63,0.0354,3.0,27.1,605.0,970.0,7.53
11749,2005-05-26,RCA_MAGDALENA_TOL_FLANDES_ISLA DEL AMOR,TOLIMA,FLANDES,4.281944444,-74.77694444,0.061,2.0,33.0,,6.6,131.6,0.41,0.00798,3.0,27.4,410.0,350.0,7.45
11750,2005-05-27,RCA_SUMAPAZ_TOL_MELGAR_LIMONAR EL [21197150],TOLIMA,MELGAR,4.232555556,-74.62055556,0.054,,23.0,,7.8,53.0,0.45,0.00862,3.0,24.2,93.0,150.0,7.42
11751,2005-05-27,RCA_SUMAPAZ_CUN_RICAURTE_SAN MIGUEL-SUMAPAZ [2119700147],CUNDINAMARCA,RICAURTE,4.248085,-74.744647,0.077,2.4,38.0,,7.0,53.8,0.54,0.00735,3.0,26.6,380.0,370.0,7.15
11755,2005-05-31,RCA_CHICAMOCHA_BOY_PAZ DE RIO_PAZ DE RIO [24037510],BOYACÁ,PAZ DE RIO,5.9877472,-72.744522222,0.19,,20.0,,7.0,202.0,0.79,0.098,54.0,17.0,24.0,20.0,7.42
11797,2005-06-02,MAGDALENA/CANAL DEL DIQUE_ATL_SANTA LUCIA_INCORA K-7 [29037360],ATLANTICO,SANTA LUCIA,10.30280833,-74.94655833,0.08,,30.0,,6.0,151.0,0.68,0.006,13.0,30.8,470.0,370.0,7.09
11798,2005-05-24,RCA_CANAL DEL DIQUE_BOL_MARIA LA BAJA_STA.HELENA1[29037370],BOLÍVAR,MARÍA LA BAJA,10.05861111,-75.40277778,0.068,,40.0,,8.0,168.0,0.89,0.006,10.0,30.8,670.0,560.0,6.56
11799,2005-06-01,RCA_MAGDALENA_BOL_CALAMAR_CALAMAR [29037020],BOLÍVAR,CALAMAR,10.244042,-74.914705,0.068,,30.0,,6.9,164.0,0.65,0.006,10.0,31.1,500.0,370.0,6.73
11895,2005-06-15,RCA_DE ORO_SAN_PIEDECUESTA_CONQUISTADOR EL [23197430],SANTANDER,PIEDECUESTA,6.989444444,-73.04111111,0.06,,23.0,,,105.0,0.32,0.006,3.0,18.3,62.0,47.0,7.53
11896,2005-06-15,LEBRIJA_SAN_GIRON_CAFE MADRID [23197290],SANTANDER,GIRÓN,7.17,-73.15,3.4,,68.0,,,231.0,0.58,0.178,11.0,29.4,47.0,46.0,7.29
11904,2005-06-16,RCA_CRAVO SUR_CAS_YOPAL_PTE.YOPAL [35217010],CASANARE,YOPAL,5.369,-72.41372222,,,20.0,,8.0,74.0,,,,24.0,210.0,240.0,8.4
11905,2005-06-14,RCA_CUSIANA_CAS_MANI_MANI [35197180],CASANARE,MANÍ,4.817,-72.29138889,,,20.0,,6.0,29.0,,,,27.3,400.0,580.0,7.6
11924,2005-05-01,RCA_SAN JORGE_COR_BUENAVISTA_MARRALU [25027120],CORDOBA,AYAPEL,8.32,-75.24,,,36.0,,3.8,72.4,,,,28.1,69.0,63.0,6.2
11925,2005-05-29,RCA_SAN JORGE_COR_MONTELIBANO_MONTELIBANO [25017010],CORDOBA,MONTELÍBANO,7.98817,-75.417483,,,20.0,,,129.5,,,,24.0,170.0,150.0,6.82
11954,2005-07-08,RCA_GUATIQUIA_MET_VILLAVICENCIO_PTE.ABADIA [35037100],META,VILLAVICENCIO,4.235333333,-73.63536111,,,20.0,,5.5,102.0,,,,23.5,150.0,100.0,7.54
11955,2005-06-21,RCA_COMBEIMA_TOL_IBAGUE_MONTEZUMA [21217180],TOLIMA,IBAGUÉ,4.4819444,-75.28611111,,,20.0,,9.1,258.0,,,,21.9,17.0,4.6,7.85
11956,2005-06-24,COMBEIMA_TOL_IBAGUE_YULDAIMA [21217260],TOLIMA,IBAGUÉ,4.4385,-75.24280556,0.094,,20.0,,9.0,200.0,0.24,0.073,39.0,24.9,19.0,7.2,7.45
11957,2005-06-29,RCA_RECIO_TOL_VENADILLO_NUEVA LA [21257100],TOLIMA,VENADILLO,4.795083333,-74.97194444,,,,,,113.0,,0.006,24.0,22.2,600.0,260.0,7.92
11958,2005-06-20,RCA_COELLO_TOL_SAN LUIS_PAYANDE [21217070],TOLIMA,SAN LUIS,4.3013407,-75.0903693,0.04,,20.0,,9.3,239.0,0.29,0.0088,24.0,25.7,24.0,16.0,7.8
11983,2005-07-16,RCA_CAUCA_RIS_LA VIRGINIA_LA VIRGINIA [26177030],RISARALDA,LA VIRGINIA,4.8925,-75.882694444,0.25,,21.0,,5.5,181.0,0.9,0.049,20.0,26.3,92.0,71.0,7.09
11998,2005-07-18,RCA_CHICAMOCHA_BOY_PAZ DE RIO_PAZ DE RIO [24037510],BOYACÁ,PAZ DE RIO,5.9877472,-72.744522222,0.45,,20.0,,8.4,206.0,1.3,0.082,52.0,16.1,31.0,36.0,7.4
11999,2005-07-14,RCA_HUMEA_CUN_PARATEBUENO_CABLE EL [35057010],CUNDINAMARCA,PARATEBUENO,4.396951,-73.292706,,,24.0,,5.5,52.1,,,,25.1,1300.0,1100.0,6.99
12000,2005-07-15,RCA_GUAYURIBA_MET_VILLAVICENCIO_PTE.CARRETERA [35027140],META,VILLAVICENCIO,4.04947,-73.76442,,,20.0,,6.6,117.0,,,,22.4,200.0,170.0,7.8
12001,2005-07-08,RCA_META_MET_PUERTO LOPEZ_PTE.LLERAS [35017020],META,PUERTO LÓPEZ,4.103019444,-72.936383333,,,22.0,,7.1,48.0,,,,26.4,800.0,740.0,7.37
12002,2005-07-13,RCA_OCOA_MET_VILLAVICENCIO_PTE.DELAMOR [35037130],META,VILLAVICENCIO,4.086083333,-73.668861,0.67,,23.0,,5.5,73.1,0.35,0.02,19.0,30.4,12.0,16.0,6.93
12010,2005-07-20,RCA_LAG.DE TOTA_BOY_AQUITANIA_ESCALERAS [35097070],BOYACÁ,TOTA,5.491944444,-72.9385,0.04,,20.0,,4.2,81.7,0.1,0.006,5.0,16.0,4.5,2.0,8.69
12011,2005-07-19,RCA_MONIQUIRA_BOY_MONIQUIRA_MONIQUIRA [24017600],BOYACÁ,MONIQUIRÁ,5.878138889,-73.57025,,,20.0,,5.4,153.0,,,,18.4,64.0,94.0,7.75
12015,2005-07-23,RCA_CAUCA_CAL_NEIRA_IRRA [26167070],CALDAS,NEIRA,5.268305556,-75.66419444,0.11,,110.0,,,149.0,1.72,0.063,17.0,25.0,710.0,496.0,7.01
12016,2005-07-25,RCA_CHINCHINA_CAL_MANIZALES_RETIRO EL [26157020],CALDAS,PALESTINA,5.126777778,-75.67119444,0.086,,20.0,,2.8,210.0,1.74,0.2,28.0,25.0,18.0,19.0,7.19
12017,2005-07-24,RCA_CHICAMOCHA_BOY_TIBASOSA_SAN RAFAEL [24037190],BOYACÁ,TIBASOSA,5.807611111,-73.01380556,0.04,,20.0,,1.9,287.0,1.96,0.029,60.0,18.0,34.0,50.0,7.3
12018,2005-07-24,RCA_CHULO_BOY_TUTA_PILAS LAS [24037250],BOYACÁ,TUTA,5.666666667,-73.26666667,28.0,,100.0,,2.9,553.0,1.47,0.006,34.0,15.0,43.0,47.0,7.3
12019,2005-07-25,RCA_CHICAMOCHA_BOY_SOGAMOSO_PTE.CHAMEZA [24037290],BOYACÁ,SOGAMOSO,5.759888889,-72.90652778,3.9,,34.0,,1.4,591.0,0.9,0.028,150.0,18.0,21.0,23.0,7.3
12025,2005-07-31,RCA_LA VIEJA_VAL_CARTAGO_CARTAGO [26127040],RISARALDA,PEREIRA,4.757611111,-75.89925,0.04,,20.0,,6.7,178.0,1.4,0.044,6.5,28.1,12.0,7.8,6.89
12026,2005-08-01,RCA_CAUCA_VAL_LA VICTORIA_VICTORIA LA [26107070],VALLE DEL CAUCA,LA VICTORIA,4.524884,-76.0437,0.04,,20.0,,2.2,202.0,0.6,0.034,22.0,26.3,49.0,39.0,6.78
12029,2005-08-02,RCA_CAUCA_VAL_CANDELARIA_JUANCHITO [26067010],VALLE DEL CAUCA,CANDELARIA,3.45160833,-76.47538333,0.26,,20.0,,4.3,127.0,0.31,0.014,20.0,27.6,19.0,24.0,7.12
12045,2005-08-16,RCA_ARIARI_MET_PUERTO RICO_PTO.RICO [32077080],META,PUERTO RICO,2.94,-73.21,,,20.0,,,79.7,,,,24.6,230.0,85.0,7.4
12061,2005-08-22,RCA_CHICAMOCHA_BOY_COVARACHIA_CAPITANEJO [24037390],SANTANDER,CAPITANEJO,6.5124028,-72.692761111,0.2,,20.0,,3.8,130.0,0.34,0.006,32.0,18.0,88.0,86.0,7.3
12062,2005-08-23,RCA_CAUCA_CAU_POPAYAN_JULUMITO [26017020],CAUCA,POPAYÁN,2.467583333,-76.64430556,1.8,,33.0,,7.0,253.0,0.31,0.006,66.0,18.0,50.0,24.0,5.68
12073,2005-08-23,RCA_RUCIO_CUN_UBALA_MUNDONUEVO[35067130],CUNDINAMARCA,UBALÁ,4.852833333,-73.39297222,0.07,,20.0,,7.2,66.8,0.08,0.006,23.0,22.4,35.0,38.0,6.74
12081,2005-08-26,RCA_CHIVOR_CUN_UBALA_UBALA [35067030],CUNDINAMARCA,UBALÁ,4.780222222,-73.49183333,0.07,,30.0,,7.4,50.1,0.29,0.006,19.0,21.0,510.0,260.0,6.55
12082,2005-08-29,RCA_GUAVIO_CUN_JUNIN_PTE.HOLGUIN [35067050],CUNDINAMARCA,GACHETÁ,4.799055556,-73.62922222,0.09,,20.0,,7.8,51.3,0.18,0.006,3.0,19.0,66.0,52.0,6.58
12087,2005-08-28,RCA_VICHADA_VIC_CUMARIBO_STA.RITA [33077010],VICHADA,CUMARIBO,4.866127,-68.362697,,,20.0,,6.2,3.7,,,,28.3,8.2,11.0,6.86
12088,2005-08-26,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],VICHADA,CUMARIBO,3.993665,-68.333828,,,20.0,,6.8,24.2,,,,27.3,88.0,76.0,7.1
12089,2005-08-28,RCA_ORINOCO_VIC_CUMARIBO_PTO.NARINO [38027020],VICHADA,CUMARIBO,4.956861111,-67.83416667,,,20.0,,6.7,12.0,,,3.0,28.4,45.0,43.0,5.41
12090,2005-08-29,RCA_INIRIDA_GUAI_INIRIDA_PTO.INIRIDA [31097020],GUAINÍA,INÍRIDA,3.867666667,-67.931694444,,,20.0,,6.0,8.8,,,,28.3,6.7,8.6,4.88
12091,2005-09-02,RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.218611,-73.595556,0.04,,23.0,,8.0,16.9,0.11,0.006,3.0,11.7,6.4,13.0,6.29
12092,2005-09-02,RCA_BOGOTA_CUN_VILLAPINZON_SANPEDRO-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.194722222,-73.61388889,0.76,11.0,50.0,,6.4,72.8,0.32,0.006,3.0,12.5,11.0,18.0,7.16
12093,2005-09-02,RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA,CUNDINAMARCA,TOCANCIPÁ,4.971916667,-73.91613889,0.26,2.0,24.0,,5.4,112.0,0.9,0.029,5.7,17.8,30.0,39.0,6.77
12094,2005-09-02,BOGOTA_CUN_CHIA_PTE.EL COMUN,CUNDINAMARCA,CHÍA,4.863694444,-74.02911111,0.04,,32.0,,1.0,281.0,0.87,0.057,12.0,18.2,6.4,12.0,6.91
12095,2005-09-02,RCA_BOGOTA_CUN_COTA_PTE.LA VIRGEN [21208110],CUNDINAMARCA,COTA,4.799322222,-74.09586944,3.0,,29.0,,1.2,329.0,0.34,0.039,9.4,18.5,9.2,12.0,6.83
12096,2005-09-01,LEBRIJA_SAN_GIRON_CAFE MADRID [23197290],SANTANDER,GIRÓN,7.17,-73.15,8.6,,48.0,,6.8,378.0,0.68,0.26,23.0,26.3,33.0,11.0,7.77
12097,2005-09-01,RCA_DE ORO_SAN_PIEDECUESTA_CONQUISTADOR EL [23197430],SANTANDER,PIEDECUESTA,6.989444444,-73.04111111,0.04,,20.0,,,96.6,0.25,0.006,3.0,17.4,89.0,51.0,7.88
12100,2005-08-25,RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610],CUNDINAMARCA,LENGUAZAQUE,5.32825,-73.69972222,0.15,,48.0,,7.1,230.0,0.26,0.0063,34.0,10.8,110.0,58.0,7.44
12101,2005-08-30,RCA_NEGRO_CUN_NIMAIMA_TOBIA [23067060],CUNDINAMARCA,NIMAIMA,5.125305556,-74.44705556,0.09,,20.0,,7.2,497.0,0.39,0.006,110.0,26.3,140.0,97.0,8.07
12102,2005-08-31,RCA_VILLETA_CUN_VILLETA_VILLETA [23067070],CUNDINAMARCA,VILLETA,5.008583333,-74.467111111,0.14,,20.0,,6.5,772.0,0.68,0.021,300.0,27.0,180.0,180.0,8.11
12103,2005-09-03,RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120],CUNDINAMARCA,SOACHA,4.544847222,-74.25826944,30.0,130.0,240.0,,0.0,654.0,1.05,0.008,38.0,19.2,39.0,36.0,7.05
12105,2005-09-03,RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS,CUNDINAMARCA,EL COLEGIO,4.598969,-74.43601,0.2,7.0,20.0,,6.3,496.0,1.5,0.05,130.0,27.0,120.0,120.0,8.19
12107,2005-09-03,RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960],CUNDINAMARCA,TOCAIMA,4.454861111,-74.60852778,24.0,46.0,140.0,,5.1,644.0,0.62,0.015,38.0,24.7,94.0,42.0,7.56
12108,2005-09-04,RCA_MAGDALENA_CUN_GIRARDOT_GIRARDOT [21237030],CUNDINAMARCA,GIRARDOT,4.288073,-74.808592,0.93,2.1,51.0,,6.2,152.0,0.32,0.006,3.0,27.6,200.0,77.0,7.51
12109,2005-09-04,RCA_MAGDALENA_TOL_FLANDES_ISLA DEL AMOR,TOLIMA,FLANDES,4.281944444,-74.77694444,0.06,2.0,29.0,,6.6,130.0,0.29,0.006,3.0,27.1,250.0,180.0,7.52
12110,2005-09-05,RCA_BOGOTA_CUN_GIRARDOT_CAMPINA LA [21209200],CUNDINAMARCA,GIRARDOT,4.304888889,-74.793777778,25.0,39.0,150.0,,1.6,690.0,0.67,0.006,56.0,26.4,140.0,35.0,7.42
12111,2005-09-05,RCA_SUMAPAZ_CUN_RICAURTE_SAN MIGUEL-SUMAPAZ [2119700147],CUNDINAMARCA,RICAURTE,4.248085,-74.744647,0.12,2.0,27.0,,6.8,69.3,0.38,0.009,3.0,29.2,57.0,33.0,7.09
12112,2005-09-05,RCA_SUMAPAZ_TOL_MELGAR_LIMONAR EL [21197150],TOLIMA,MELGAR,4.232555556,-74.62055556,0.039,,32.0,,7.0,55.3,0.23,,3.0,27.8,8.2,13.0,7.79
12129,2005-09-07,RCA_MAGDALENA_HUI_GIGANTE_PASO DEL COLEGIO [21077020],HUILA,GIGANTE,2.462555556,-75.56686111,,,27.0,,8.0,77.1,,,,20.0,30.0,30.0,7.19
